filename,width,height,class,xmin,ymin,xmax,ymax
maksssksksss52_rotated_-20_to_-7.jpg,400,225,without_mask,241,-12,251,0
maksssksksss52_rotated_-20_to_-7.jpg,400,225,with_mask,264,86,280,106
maksssksksss52_rotated_-20_to_-7.jpg,400,225,with_mask,280,76,322,123
maksssksksss52_rotated_-20_to_-7.jpg,400,225,with_mask,309,99,372,167
maksssksksss52_rotated_-20_to_-7.jpg,400,225,with_mask,303,8,334,40
maksssksksss52_rotated_-20_to_-7.jpg,400,225,without_mask,354,6,370,31
maksssksksss52_rotated_-20_to_-7.jpg,400,225,with_mask,325,0,345,27
maksssksksss52_rotated_-20_to_-7.jpg,400,225,with_mask,270,42,295,65
maksssksksss52_rotated_-20_to_-7.jpg,400,225,with_mask,282,3,306,27
maksssksksss52_rotated_-20_to_-7.jpg,400,225,with_mask,270,-17,293,8
maksssksksss52_rotated_-20_to_-7.jpg,400,225,mask_weared_incorrect,289,-26,306,-5
maksssksksss52_rotated_-20_to_-7.jpg,400,225,with_mask,327,-25,339,-10
maksssksksss272.jpg,275,400,mask_weared_incorrect,48,107,218,304
maksssksksss108_flip.jpg,400,225,with_mask,220,29,245,51
maksssksksss108_flip.jpg,400,225,with_mask,172,35,194,58
maksssksksss108_flip.jpg,400,225,with_mask,54,67,68,81
maksssksksss108_flip.jpg,400,225,with_mask,24,68,38,82
maksssksksss108_flip.jpg,400,225,without_mask,122,72,133,83
Bild 43.jpg,398,127,mask_weared_incorrect,85,35,108,66
Bild 43.jpg,398,127,with_mask,289,36,307,62
D9fYQ2SU4AENNMl_flip.jpg,900,1200,mask_weared_incorrect,280,212,767,747
maksssksksss514.jpg,400,267,with_mask,28,78,43,99
maksssksksss514.jpg,400,267,with_mask,160,66,176,83
maksssksksss514.jpg,400,267,with_mask,174,33,186,52
maksssksksss514.jpg,400,267,with_mask,202,40,216,59
maksssksksss514.jpg,400,267,without_mask,237,41,248,58
maksssksksss514.jpg,400,267,mask_weared_incorrect,249,44,266,66
maksssksksss514.jpg,400,267,with_mask,298,38,311,54
maksssksksss514.jpg,400,267,with_mask,333,51,346,70
maksssksksss514.jpg,400,267,with_mask,375,47,386,63
maksssksksss514.jpg,400,267,mask_weared_incorrect,386,44,400,64
maksssksksss500.jpg,301,400,with_mask,113,230,216,368
maksssksksss613_rotated_-20_to_-7.jpg,400,267,with_mask,34,147,53,172
maksssksksss613_rotated_-20_to_-7.jpg,400,267,with_mask,76,147,86,159
maksssksksss613_rotated_-20_to_-7.jpg,400,267,with_mask,107,140,121,157
maksssksksss613_rotated_-20_to_-7.jpg,400,267,without_mask,186,102,201,119
maksssksksss613_rotated_-20_to_-7.jpg,400,267,with_mask,179,142,206,171
maksssksksss613_rotated_-20_to_-7.jpg,400,267,with_mask,238,80,250,95
maksssksksss613_rotated_-20_to_-7.jpg,400,267,with_mask,236,115,263,141
maksssksksss613_rotated_-20_to_-7.jpg,400,267,with_mask,297,88,314,103
maksssksksss613_rotated_-20_to_-7.jpg,400,267,with_mask,329,70,344,82
maksssksksss613_rotated_-20_to_-7.jpg,400,267,mask_weared_incorrect,320,105,345,132
maksssksksss266.jpg,301,400,with_mask,74,205,180,330
maksssksksss732_flip.jpg,400,268,with_mask,77,47,109,83
maksssksksss732_flip.jpg,400,268,with_mask,41,51,53,66
maksssksksss732_flip.jpg,400,268,with_mask,141,49,170,79
maksssksksss732_flip.jpg,400,268,with_mask,179,49,203,79
maksssksksss732_flip.jpg,400,268,with_mask,225,46,249,68
maksssksksss732_flip.jpg,400,268,with_mask,271,47,293,72
maksssksksss732_flip.jpg,400,268,without_mask,325,54,341,74
maksssksksss732_flip.jpg,400,268,without_mask,343,63,361,84
F200128TNFF06-e1580404169820.jpg,1620,1012,without_mask,146,239,242,355
F200128TNFF06-e1580404169820.jpg,1620,1012,with_mask,785,287,931,433
F200128TNFF06-e1580404169820.jpg,1620,1012,without_mask,1330,101,1422,207
maksssksksss523_rotated_7_to_20.jpg,400,267,without_mask,72,68,176,182
maksssksksss523_rotated_7_to_20.jpg,400,267,with_mask,184,95,274,184
images (1).jpg,300,168,with_mask,233,27,259,61
images (1).jpg,300,168,mask_weared_incorrect,129,23,174,87
maksssksksss852_rotated_-20_to_-7.jpg,267,400,with_mask,118,83,186,147
maksssksksss852_rotated_-20_to_-7.jpg,267,400,without_mask,70,89,117,135
bild 87_rotated_7_to_20.jpg,275,183,with_mask,14,72,25,85
bild 87_rotated_7_to_20.jpg,275,183,with_mask,30,13,39,24
bild 87_rotated_7_to_20.jpg,275,183,with_mask,25,32,34,44
bild 87_rotated_7_to_20.jpg,275,183,with_mask,97,20,110,31
bild 87_rotated_7_to_20.jpg,275,183,with_mask,86,1,97,8
bild 87_rotated_7_to_20.jpg,275,183,with_mask,130,115,144,133
bild 87_rotated_7_to_20.jpg,275,183,with_mask,79,137,92,151
bild 87_rotated_7_to_20.jpg,275,183,with_mask,226,100,240,114
bild 87_rotated_7_to_20.jpg,275,183,with_mask,155,43,171,56
bild 87_rotated_7_to_20.jpg,275,183,with_mask,200,46,213,59
bild 87_rotated_7_to_20.jpg,275,183,with_mask,244,57,256,68
bild 87_rotated_7_to_20.jpg,275,183,with_mask,227,33,238,46
bild 87_rotated_7_to_20.jpg,275,183,with_mask,256,31,268,44
bild 87_rotated_7_to_20.jpg,275,183,with_mask,223,21,235,33
bild 87_rotated_7_to_20.jpg,275,183,with_mask,176,25,186,35
bild 87_rotated_7_to_20.jpg,275,183,with_mask,173,88,187,101
bild 87_rotated_7_to_20.jpg,275,183,with_mask,193,96,204,109
bild 87_rotated_7_to_20.jpg,275,183,with_mask,44,45,54,60
bild 87_rotated_7_to_20.jpg,275,183,with_mask,28,89,43,102
bild 87_rotated_7_to_20.jpg,275,183,with_mask,254,84,266,95
bild 87_rotated_7_to_20.jpg,275,183,mask_weared_incorrect,112,162,129,178
bild 87_rotated_7_to_20.jpg,275,183,mask_weared_incorrect,111,83,122,98
bild 62_flip.jpg,259,194,mask_weared_incorrect,47,27,71,60
bild 62_flip.jpg,259,194,with_mask,185,25,207,50
maksssksksss710_rotated_-20_to_-7.jpg,400,200,without_mask,47,47,76,81
maksssksksss710_rotated_-20_to_-7.jpg,400,200,with_mask,128,64,186,133
maksssksksss710_rotated_-20_to_-7.jpg,400,200,with_mask,226,47,279,104
bild 63_flip.jpg,259,194,mask_weared_incorrect,170,109,210,163
bild 63_flip.jpg,259,194,with_mask,37,109,64,135
bild 63_flip.jpg,259,194,mask_weared_incorrect,110,18,135,47
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,25,182,46,201
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,-2,118,17,137
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,45,130,63,148
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,10,96,26,112
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,58,95,77,114
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,21,64,39,81
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,64,75,79,88
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,82,65,97,79
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,33,30,48,45
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,49,23,62,34
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,91,34,107,50
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,63,-7,77,8
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,96,3,113,20
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,107,-10,122,4
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,173,19,182,30
maksssksksss240_rotated_7_to_20.jpg,400,245,with_mask,203,21,213,33
maksssksksss240_rotated_7_to_20.jpg,400,245,with_mask,222,22,232,33
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,193,27,207,40
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,192,41,205,54
maksssksksss240_rotated_7_to_20.jpg,400,245,with_mask,179,64,192,76
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,192,79,202,91
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,181,89,192,103
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,177,110,191,125
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,161,129,179,146
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,172,152,187,165
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,167,196,182,209
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,166,216,186,236
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,161,213,169,225
maksssksksss240_rotated_7_to_20.jpg,400,245,with_mask,204,104,220,118
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,214,115,231,133
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,222,94,238,110
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,213,91,225,105
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,220,50,229,60
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,225,55,239,69
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,245,30,257,42
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,240,63,254,78
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,261,66,272,77
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,254,91,269,105
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,238,132,252,144
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,210,161,223,177
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,220,176,237,192
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,238,178,253,195
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,248,138,265,155
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,226,232,240,248
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,257,43,270,55
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,276,40,285,51
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,274,27,284,37
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,299,38,310,49
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,287,45,298,54
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,295,57,309,68
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,284,79,300,92
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,299,76,306,88
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,278,103,292,115
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,287,115,302,130
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,299,120,308,132
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,286,142,302,158
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,276,176,293,189
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,283,210,299,225
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,288,231,299,241
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,287,252,304,267
maksssksksss240_rotated_7_to_20.jpg,400,245,without_mask,318,44,326,53
bild 74_rotated_7_to_20.jpg,300,168,without_mask,34,1,79,37
bild 74_rotated_7_to_20.jpg,300,168,without_mask,167,43,224,103
bild 74_rotated_7_to_20.jpg,300,168,without_mask,246,65,293,120
bild 74_rotated_7_to_20.jpg,300,168,mask_weared_incorrect,98,19,149,69
physician-doctor-posing-several-face-260nw-1672638025_zoom.jpg,390,280,mask_weared_incorrect,168,67,218,112
maksssksksss716.jpg,301,400,without_mask,101,174,209,299
maksssksksss442_rotated_-20_to_-7.jpg,301,400,without_mask,83,152,244,322
Bild 25_rotated_7_to_20.jpg,299,168,mask_weared_incorrect,81,34,170,136
Bild 25_rotated_7_to_20.jpg,299,168,with_mask,189,61,266,135
maksssksksss702.jpg,600,317,with_mask,9,170,60,229
maksssksksss702.jpg,600,317,with_mask,165,90,202,124
maksssksksss702.jpg,600,317,with_mask,175,175,244,260
maksssksksss702.jpg,600,317,with_mask,303,127,360,191
maksssksksss702.jpg,600,317,mask_weared_incorrect,340,66,380,111
maksssksksss702.jpg,600,317,with_mask,379,63,408,98
maksssksksss702.jpg,600,317,with_mask,433,61,471,105
maksssksksss702.jpg,600,317,with_mask,477,78,536,133
maksssksksss702.jpg,600,317,with_mask,569,37,592,67
maksssksksss702.jpg,600,317,with_mask,367,192,437,259
maksssksksss702.jpg,600,317,without_mask,221,57,248,81
maksssksksss845.jpg,301,400,with_mask,101,197,180,306
maksssksksss327_flip.jpg,400,279,without_mask,336,84,382,134
maksssksksss327_flip.jpg,400,279,without_mask,331,200,382,246
maksssksksss327_flip.jpg,400,279,without_mask,251,46,288,73
maksssksksss327_flip.jpg,400,279,with_mask,110,137,163,186
maksssksksss327_flip.jpg,400,279,without_mask,78,17,122,66
maksssksksss327_flip.jpg,400,279,without_mask,15,98,58,140
maksssksksss327_flip.jpg,400,279,without_mask,7,218,54,254
maksssksksss0_flip.jpg,512,366,without_mask,403,105,433,142
maksssksksss0_flip.jpg,512,366,with_mask,286,100,327,144
maksssksksss0_flip.jpg,512,366,without_mask,152,90,187,141
maksssksksss0_flip.jpg,512,366,without_mask,24,170,49,199
Bild 5_rotated_7_to_20.jpg,287,176,mask_weared_incorrect,38,20,94,81
Bild 5_rotated_7_to_20.jpg,287,176,mask_weared_incorrect,195,51,246,117
maksssksksss1_flip.jpg,400,156,with_mask,46,34,79,69
maksssksksss1_flip.jpg,400,156,with_mask,139,38,176,73
maksssksksss1_flip.jpg,400,156,with_mask,85,58,101,81
maksssksksss1_flip.jpg,400,156,with_mask,226,74,257,115
maksssksksss1_flip.jpg,400,156,with_mask,305,69,326,99
maksssksksss1_flip.jpg,400,156,with_mask,179,67,209,93
maksssksksss1_flip.jpg,400,156,with_mask,356,73,379,93
maksssksksss1_flip.jpg,400,156,with_mask,2,70,31,99
maksssksksss1_flip.jpg,400,156,without_mask,289,56,317,89
maksssksksss689.jpg,560,315,with_mask,293,153,361,212
maksssksksss851.jpg,301,400,with_mask,66,205,156,330
wrong-way-wear-mask-asian-260nw-1676124217_rotated_-20_to_-7.jpg,390,280,mask_weared_incorrect,173,76,247,154
Bildschirmfoto 2020-06-24 um 01.00.56_rotated_-20_to_-7.jpg,556,586,mask_weared_incorrect,166,33,354,243
GettyImages-1196435496.jpg,1024,683,with_mask,426,127,500,210
GettyImages-1196435496.jpg,1024,683,with_mask,570,210,626,282
3050370_2_1.jpg,800,599,with_mask,539,195,624,283
3050370_2_1.jpg,800,599,with_mask,376,119,454,199
3050370_2_1.jpg,800,599,with_mask,243,145,299,199
3050370_2_1.jpg,800,599,without_mask,10,135,81,216
3050370_2_1.jpg,800,599,with_mask,665,182,699,218
3050370_2_1.jpg,800,599,with_mask,776,111,800,165
caucasian-young-woman-covering-her-260nw-1692711202_flip.jpg,390,280,mask_weared_incorrect,167,42,221,106
77dd852cd97644dbb37570d1a4ad33e6_18.jpg,1000,561,with_mask,16,146,50,195
77dd852cd97644dbb37570d1a4ad33e6_18.jpg,1000,561,with_mask,90,132,137,182
77dd852cd97644dbb37570d1a4ad33e6_18.jpg,1000,561,with_mask,241,331,276,366
77dd852cd97644dbb37570d1a4ad33e6_18.jpg,1000,561,with_mask,286,224,324,268
77dd852cd97644dbb37570d1a4ad33e6_18.jpg,1000,561,with_mask,331,187,367,222
77dd852cd97644dbb37570d1a4ad33e6_18.jpg,1000,561,with_mask,397,212,439,248
77dd852cd97644dbb37570d1a4ad33e6_18.jpg,1000,561,with_mask,450,213,483,245
77dd852cd97644dbb37570d1a4ad33e6_18.jpg,1000,561,with_mask,555,194,588,231
77dd852cd97644dbb37570d1a4ad33e6_18.jpg,1000,561,with_mask,621,202,655,239
77dd852cd97644dbb37570d1a4ad33e6_18.jpg,1000,561,with_mask,706,168,740,203
77dd852cd97644dbb37570d1a4ad33e6_18.jpg,1000,561,without_mask,202,168,239,212
77dd852cd97644dbb37570d1a4ad33e6_18.jpg,1000,561,without_mask,299,185,328,212
77dd852cd97644dbb37570d1a4ad33e6_18.jpg,1000,561,without_mask,517,200,548,238
77dd852cd97644dbb37570d1a4ad33e6_18.jpg,1000,561,without_mask,376,189,412,227
maksssksksss138.jpg,400,267,with_mask,51,144,128,239
maksssksksss138.jpg,400,267,with_mask,147,169,217,233
maksssksksss138.jpg,400,267,with_mask,224,92,309,186
bild 117_flip.jpg,300,168,mask_weared_incorrect,88,54,118,93
bild 117_flip.jpg,300,168,with_mask,10,85,24,97
bild 117_flip.jpg,300,168,with_mask,280,79,293,87
bild 117_flip.jpg,300,168,with_mask,183,79,193,88
bild 117_flip.jpg,300,168,with_mask,66,71,76,79
bild 117_flip.jpg,300,168,with_mask,23,72,32,81
gettyimages-200303091-001-1024x1024.jpg,681,1024,mask_weared_incorrect,223,261,490,555
maksssksksss662.jpg,400,261,with_mask,49,80,67,97
maksssksksss662.jpg,400,261,with_mask,96,47,110,62
maksssksksss662.jpg,400,261,with_mask,213,57,230,77
maksssksksss662.jpg,400,261,with_mask,350,43,372,67
maksssksksss104.jpg,400,267,without_mask,42,109,66,140
maksssksksss104.jpg,400,267,without_mask,2,105,22,125
maksssksksss104.jpg,400,267,without_mask,30,88,46,105
maksssksksss104.jpg,400,267,with_mask,133,108,174,152
maksssksksss104.jpg,400,267,with_mask,221,101,256,139
maksssksksss104.jpg,400,267,without_mask,304,131,331,158
maksssksksss104.jpg,400,267,without_mask,83,85,96,96
maksssksksss104.jpg,400,267,without_mask,167,91,180,108
maksssksksss110.jpg,400,267,without_mask,6,111,43,148
maksssksksss110.jpg,400,267,without_mask,22,20,49,46
maksssksksss110.jpg,400,267,with_mask,48,12,70,37
maksssksksss110.jpg,400,267,with_mask,113,1,136,24
maksssksksss110.jpg,400,267,without_mask,78,17,106,46
maksssksksss110.jpg,400,267,without_mask,97,66,115,86
maksssksksss110.jpg,400,267,without_mask,70,111,104,145
maksssksksss110.jpg,400,267,without_mask,42,157,85,186
maksssksksss110.jpg,400,267,with_mask,59,205,111,264
maksssksksss110.jpg,400,267,without_mask,116,155,172,198
maksssksksss110.jpg,400,267,without_mask,112,85,149,118
maksssksksss110.jpg,400,267,without_mask,124,27,153,47
maksssksksss110.jpg,400,267,without_mask,163,29,189,53
maksssksksss110.jpg,400,267,with_mask,186,18,215,44
maksssksksss110.jpg,400,267,with_mask,178,77,214,111
maksssksksss110.jpg,400,267,without_mask,216,57,241,84
maksssksksss110.jpg,400,267,without_mask,237,15,268,46
maksssksksss110.jpg,400,267,without_mask,281,19,308,40
maksssksksss110.jpg,400,267,without_mask,286,60,311,84
maksssksksss110.jpg,400,267,with_mask,253,94,293,135
maksssksksss110.jpg,400,267,without_mask,236,161,273,195
maksssksksss110.jpg,400,267,with_mask,282,194,322,232
maksssksksss110.jpg,400,267,with_mask,314,115,350,152
maksssksksss110.jpg,400,267,without_mask,335,27,359,52
maksssksksss110.jpg,400,267,without_mask,381,14,400,34
maksssksksss110.jpg,400,267,with_mask,356,72,385,98
e5ac72af03e3fb0b44b98befd53103dd.jpg,960,540,with_mask,90,5,214,132
e5ac72af03e3fb0b44b98befd53103dd.jpg,960,540,with_mask,414,16,538,138
e5ac72af03e3fb0b44b98befd53103dd.jpg,960,540,with_mask,736,15,842,126
e5ac72af03e3fb0b44b98befd53103dd.jpg,960,540,with_mask,684,232,804,362
e5ac72af03e3fb0b44b98befd53103dd.jpg,960,540,with_mask,419,242,538,354
e5ac72af03e3fb0b44b98befd53103dd.jpg,960,540,with_mask,109,216,222,349
e5ac72af03e3fb0b44b98befd53103dd.jpg,960,540,with_mask,117,467,222,540
e5ac72af03e3fb0b44b98befd53103dd.jpg,960,540,with_mask,427,462,523,540
e5ac72af03e3fb0b44b98befd53103dd.jpg,960,540,with_mask,731,470,868,540
maksssksksss672_flip.jpg,400,300,with_mask,207,110,241,148
maksssksksss672_flip.jpg,400,300,with_mask,154,168,186,205
maksssksksss672_flip.jpg,400,300,with_mask,345,150,371,183
maksssksksss672_flip.jpg,400,300,with_mask,24,118,59,156
maksssksksss672_flip.jpg,400,300,mask_weared_incorrect,123,143,160,186
maksssksksss672_flip.jpg,400,300,without_mask,304,221,349,263
maksssksksss672_flip.jpg,400,300,without_mask,373,50,399,78
maksssksksss672_flip.jpg,400,300,without_mask,241,47,267,76
maksssksksss672_flip.jpg,400,300,without_mask,3,266,46,300
maksssksksss676.jpg,400,267,with_mask,20,124,49,158
maksssksksss676.jpg,400,267,with_mask,34,219,73,267
maksssksksss676.jpg,400,267,with_mask,88,154,114,187
maksssksksss676.jpg,400,267,with_mask,107,99,124,119
maksssksksss676.jpg,400,267,with_mask,133,84,148,105
maksssksksss676.jpg,400,267,with_mask,192,112,210,135
maksssksksss676.jpg,400,267,with_mask,215,82,231,103
maksssksksss676.jpg,400,267,with_mask,264,108,279,125
maksssksksss676.jpg,400,267,with_mask,302,120,316,141
maksssksksss676.jpg,400,267,with_mask,340,142,356,172
maksssksksss676.jpg,400,267,with_mask,232,72,249,94
phpM5suKS.jpg,800,728,with_mask,1,40,162,272
phpM5suKS.jpg,800,728,without_mask,136,190,248,314
phpM5suKS.jpg,800,728,without_mask,232,207,280,287
phpM5suKS.jpg,800,728,with_mask,302,178,494,410
phpM5suKS.jpg,800,728,without_mask,650,154,794,311
phpM5suKS.jpg,800,728,with_mask,485,239,566,357
maksssksksss817_rotated_7_to_20.jpg,301,400,without_mask,88,128,210,261
maksssksksss44_rotated_-20_to_-7.jpg,400,226,with_mask,58,173,106,226
maksssksksss44_rotated_-20_to_-7.jpg,400,226,with_mask,137,97,199,164
maksssksksss44_rotated_-20_to_-7.jpg,400,226,with_mask,239,14,318,102
maksssksksss44_rotated_-20_to_-7.jpg,400,226,without_mask,296,-41,378,52
nz_srilanka_280120.jpg,1280,853,with_mask,424,342,470,394
nz_srilanka_280120.jpg,1280,853,with_mask,646,372,683,417
nz_srilanka_280120.jpg,1280,853,with_mask,938,365,981,415
nz_srilanka_280120.jpg,1280,853,without_mask,727,378,767,425
5e476cd4cd34a.jpg,1200,900,with_mask,302,226,382,302
5e476cd4cd34a.jpg,1200,900,without_mask,710,217,765,267
